CCAA,cod_ine,date,total
Galicia,12,2020-03-21,739
Galicia,12,2020-03-22,915
Galicia,12,2020-03-23,1208
Galicia,12,2020-03-24,1415
Galicia,12,2020-03-25,1653
Galicia,12,2020-03-26,1915
Galicia,12,2020-03-27,2322
Galicia,12,2020-03-28,2772
Madrid,13,2020-02-27,4
Madrid,13,2020-02-28,5
Madrid,13,2020-02-29,8
Madrid,13,2020-03-01,10
Madrid,13,2020-03-02,29
Madrid,13,2020-03-03,49
Madrid,13,2020-03-04,70
Madrid,13,2020-03-05,90
Madrid,13,2020-03-06,137
Madrid,13,2020-03-07,174
Madrid,13,2020-03-08,202
Madrid,13,2020-03-09,469
Madrid,13,2020-03-10,782
Madrid,13,2020-03-11,1024
Madrid,13,2020-03-12,1388
Madrid,13,2020-03-13,1990
Madrid,13,2020-03-14,2940
Madrid,13,2020-03-15,3544
Madrid,13,2020-03-16,4165
Madrid,13,2020-03-17,4871
Madrid,13,2020-03-18,5637
Madrid,13,2020-03-19,6777
Madrid,13,2020-03-20,7165
Madrid,13,2020-03-21,8921
Madrid,13,2020-03-22,9702
Madrid,13,2020-03-23,10575
Madrid,13,2020-03-24,12352
Madrid,13,2020-03-25,14597
Madrid,13,2020-03-26,17166
Madrid,13,2020-03-27,19243
Madrid,13,2020-03-28,21520
Murcia,14,2020-02-27,0
Murcia,14,2020-02-28,0
Murcia,14,2020-02-29,0
Murcia,14,2020-03-01,0
Murcia,14,2020-03-02,0
Murcia,14,2020-03-03,0
Murcia,14,2020-03-04,0
Murcia,14,2020-03-05,0
Murcia,14,2020-03-06,0
Murcia,14,2020-03-07,0
Murcia,14,2020-03-08,1
Murcia,14,2020-03-09,4
Murcia,14,2020-03-10,9
Murcia,14,2020-03-11,11
Murcia,14,2020-03-12,26
Murcia,14,2020-03-13,35
Murcia,14,2020-03-14,47
Murcia,14,2020-03-15,71
Murcia,14,2020-03-16,77
Murcia,14,2020-03-17,97
Murcia,14,2020-03-18,122
Murcia,14,2020-03-19,167
Murcia,14,2020-03-20,204
Murcia,14,2020-03-21,240
Murcia,14,2020-03-22,296
Murcia,14,2020-03-23,345
Murcia,14,2020-03-24,385
Murcia,14,2020-03-25,477
Murcia,14,2020-03-26,596
Murcia,14,2020-03-27,714
Murcia,14,2020-03-28,802
Navarra,15,2020-02-27,0
Navarra,15,2020-02-28,0
Navarra,15,2020-02-29,0
Navarra,15,2020-03-01,1
Navarra,15,2020-03-02,1
Navarra,15,2020-03-03,1
Navarra,15,2020-03-04,3
Navarra,15,2020-03-05,3
Navarra,15,2020-03-06,3
Navarra,15,2020-03-07,3
Navarra,15,2020-03-08,3
Navarra,15,2020-03-09,3
Navarra,15,2020-03-10,12
Navarra,15,2020-03-11,46
Navarra,15,2020-03-12,73
Navarra,15,2020-03-13,130
Navarra,15,2020-03-14,146
Navarra,15,2020-03-15,183
Navarra,15,2020-03-16,274
Navarra,15,2020-03-17,313
Navarra,15,2020-03-18,386
Navarra,15,2020-03-19,482
Navarra,15,2020-03-20,554
Navarra,15,2020-03-21,664
Navarra,15,2020-03-22,794
Navarra,15,2020-03-23,886
Navarra,15,2020-03-24,1014
Navarra,15,2020-03-25,1197
Navarra,15,2020-03-26,1411
Navarra,15,2020-03-27,1641
Navarra,15,2020-03-28,1829
País Vasco,16,2020-02-27,0
País Vasco,16,2020-02-28,0
País Vasco,16,2020-02-29,2
País Vasco,16,2020-03-01,3
País Vasco,16,2020-03-02,9
País Vasco,16,2020-03-03,13
País Vasco,16,2020-03-04,17
País Vasco,16,2020-03-05,17
País Vasco,16,2020-03-06,45
País Vasco,16,2020-03-07,45
País Vasco,16,2020-03-08,102
País Vasco,16,2020-03-09,149
País Vasco,16,2020-03-10,195
País Vasco,16,2020-03-11,225
País Vasco,16,2020-03-12,346
País Vasco,16,2020-03-13,417
País Vasco,16,2020-03-14,417
País Vasco,16,2020-03-15,630
País Vasco,16,2020-03-16,630
País Vasco,16,2020-03-17,765
País Vasco,16,2020-03-18,973
País Vasco,16,2020-03-19,1190
País Vasco,16,2020-03-20,1465
País Vasco,16,2020-03-21,1725
País Vasco,16,2020-03-22,2097
País Vasco,16,2020-03-23,2421
País Vasco,16,2020-03-24,2728
País Vasco,16,2020-03-25,3271
País Vasco,16,2020-03-26,3946
País Vasco,16,2020-03-27,4601
País Vasco,16,2020-03-28,5136
La Rioja,17,2020-02-27,0
La Rioja,17,2020-02-28,0
La Rioja,17,2020-02-29,0
La Rioja,17,2020-03-01,0
La Rioja,17,2020-03-02,1
La Rioja,17,2020-03-03,3
La Rioja,17,2020-03-04,7
La Rioja,17,2020-03-05,11
La Rioja,17,2020-03-06,29
La Rioja,17,2020-03-07,39
La Rioja,17,2020-03-08,55
La Rioja,17,2020-03-09,81
La Rioja,17,2020-03-10,144
La Rioja,17,2020-03-11,179
La Rioja,17,2020-03-12,205
La Rioja,17,2020-03-13,243
La Rioja,17,2020-03-14,278
La Rioja,17,2020-03-15,300
La Rioja,17,2020-03-16,312
La Rioja,17,2020-03-17,355
La Rioja,17,2020-03-18,419
La Rioja,17,2020-03-19,468
La Rioja,17,2020-03-20,497
La Rioja,17,2020-03-21,564
La Rioja,17,2020-03-22,654
La Rioja,17,2020-03-23,747
La Rioja,17,2020-03-24,802
La Rioja,17,2020-03-25,928
La Rioja,17,2020-03-26,995
La Rioja,17,2020-03-27,1236
La Rioja,17,2020-03-28,1436
Ceuta,18,2020-02-27,0
Ceuta,18,2020-02-28,0
Ceuta,18,2020-02-29,0
Ceuta,18,2020-03-01,0
Ceuta,18,2020-03-02,0
Ceuta,18,2020-03-03,0
Ceuta,18,2020-03-04,0
Ceuta,18,2020-03-05,0
Ceuta,18,2020-03-06,0
Ceuta,18,2020-03-07,0
Ceuta,18,2020-03-08,0
Ceuta,18,2020-03-09,0
Ceuta,18,2020-03-10,0
Ceuta,18,2020-03-11,0
Ceuta,18,2020-03-12,0
Ceuta,18,2020-03-13,0
Ceuta,18,2020-03-14,0
Ceuta,18,2020-03-15,1
Ceuta,18,2020-03-16,1
Ceuta,18,2020-03-17,1
Ceuta,18,2020-03-18,1
Ceuta,18,2020-03-19,1
Ceuta,18,2020-03-20,5
Ceuta,18,2020-03-21,5
Ceuta,18,2020-03-22,5
Ceuta,18,2020-03-23,6
Ceuta,18,2020-03-24,6
Ceuta,18,2020-03-25,9
Ceuta,18,2020-03-26,10
Ceuta,18,2020-03-27,17
Ceuta,18,2020-03-28,17
Melilla,19,2020-02-27,0
Melilla,19,2020-02-28,0
Melilla,19,2020-02-29,0
Melilla,19,2020-03-01,0
Melilla,19,2020-03-02,0
Melilla,19,2020-03-03,0
Melilla,19,2020-03-04,0
Melilla,19,2020-03-05,0
Melilla,19,2020-03-06,0
Melilla,19,2020-03-07,0
Melilla,19,2020-03-08,0
Melilla,19,2020-03-09,0
Melilla,19,2020-03-10,0
Melilla,19,2020-03-11,0
Melilla,19,2020-03-12,0
Melilla,19,2020-03-13,2
Melilla,19,2020-03-14,3
Melilla,19,2020-03-15,8
Melilla,19,2020-03-16,8
Melilla,19,2020-03-17,17
Melilla,19,2020-03-18,20
Melilla,19,2020-03-19,23
Melilla,19,2020-03-20,24
Melilla,19,2020-03-21,25
Melilla,19,2020-03-22,25
Melilla,19,2020-03-23,28
Melilla,19,2020-03-24,28
Melilla,19,2020-03-25,38
Melilla,19,2020-03-26,39
Melilla,19,2020-03-27,42
Melilla,19,2020-03-28,45
