CCAA,cod_ine,date,total
Castilla-La Mancha,8,2020-03-23,145
Castilla-La Mancha,8,2020-03-24,216
Castilla-La Mancha,8,2020-03-25,263
Castilla-La Mancha,8,2020-03-26,316
Castilla-La Mancha,8,2020-03-27,367
Castilla-La Mancha,8,2020-03-28,448
Cataluña,9,2020-03-03,0
Cataluña,9,2020-03-04,0
Cataluña,9,2020-03-05,0
Cataluña,9,2020-03-06,0
Cataluña,9,2020-03-07,1
Cataluña,9,2020-03-08,1
Cataluña,9,2020-03-09,1
Cataluña,9,2020-03-10,3
Cataluña,9,2020-03-11,3
Cataluña,9,2020-03-12,4
Cataluña,9,2020-03-13,4
Cataluña,9,2020-03-14,6
Cataluña,9,2020-03-15,8
Cataluña,9,2020-03-16,12
Cataluña,9,2020-03-17,18
Cataluña,9,2020-03-18,41
Cataluña,9,2020-03-19,55
Cataluña,9,2020-03-20,82
Cataluña,9,2020-03-21,122
Cataluña,9,2020-03-22,191
Cataluña,9,2020-03-23,245
Cataluña,9,2020-03-24,282
Cataluña,9,2020-03-25,516
Cataluña,9,2020-03-26,672
Cataluña,9,2020-03-27,880
Cataluña,9,2020-03-28,1070
C. Valenciana,10,2020-03-03,0
C. Valenciana,10,2020-03-04,1
C. Valenciana,10,2020-03-05,1
C. Valenciana,10,2020-03-06,1
C. Valenciana,10,2020-03-07,1
C. Valenciana,10,2020-03-08,1
C. Valenciana,10,2020-03-09,1
C. Valenciana,10,2020-03-10,1
C. Valenciana,10,2020-03-11,1
C. Valenciana,10,2020-03-12,1
C. Valenciana,10,2020-03-13,1
C. Valenciana,10,2020-03-14,4
C. Valenciana,10,2020-03-15,5
C. Valenciana,10,2020-03-16,5
C. Valenciana,10,2020-03-17,13
C. Valenciana,10,2020-03-18,22
C. Valenciana,10,2020-03-19,24
C. Valenciana,10,2020-03-20,33
C. Valenciana,10,2020-03-21,50
C. Valenciana,10,2020-03-22,69
C. Valenciana,10,2020-03-23,94
C. Valenciana,10,2020-03-24,115
C. Valenciana,10,2020-03-25,143
C. Valenciana,10,2020-03-26,167
C. Valenciana,10,2020-03-27,198
C. Valenciana,10,2020-03-28,234
Extremadura,11,2020-03-03,0
Extremadura,11,2020-03-04,0
Extremadura,11,2020-03-05,0
Extremadura,11,2020-03-06,0
Extremadura,11,2020-03-07,0
Extremadura,11,2020-03-08,0
Extremadura,11,2020-03-09,0
Extremadura,11,2020-03-10,0
Extremadura,11,2020-03-11,0
Extremadura,11,2020-03-12,1
Extremadura,11,2020-03-13,1
Extremadura,11,2020-03-14,2
Extremadura,11,2020-03-15,2
Extremadura,11,2020-03-16,2
Extremadura,11,2020-03-17,3
Extremadura,11,2020-03-18,6
Extremadura,11,2020-03-19,8
Extremadura,11,2020-03-20,10
Extremadura,11,2020-03-21,12
Extremadura,11,2020-03-22,14
Extremadura,11,2020-03-23,18
Extremadura,11,2020-03-24,26
Extremadura,11,2020-03-25,39
Extremadura,11,2020-03-26,58
Extremadura,11,2020-03-27,69
Extremadura,11,2020-03-28,88
Galicia,12,2020-03-03,0
Galicia,12,2020-03-04,0
Galicia,12,2020-03-05,0
Galicia,12,2020-03-06,0
Galicia,12,2020-03-07,0
Galicia,12,2020-03-08,0
Galicia,12,2020-03-09,0
Galicia,12,2020-03-10,0
Galicia,12,2020-03-11,0
Galicia,12,2020-03-12,0
Galicia,12,2020-03-13,0
Galicia,12,2020-03-14,0
Galicia,12,2020-03-15,2
Galicia,12,2020-03-16,2
Galicia,12,2020-03-17,3
Galicia,12,2020-03-18,3
Galicia,12,2020-03-19,4
Galicia,12,2020-03-20,5
Galicia,12,2020-03-21,9
Galicia,12,2020-03-22,12
Galicia,12,2020-03-23,18
Galicia,12,2020-03-24,20
Galicia,12,2020-03-25,27
Galicia,12,2020-03-26,32
Galicia,12,2020-03-27,43
Galicia,12,2020-03-28,47
Madrid,13,2020-03-03,0
Madrid,13,2020-03-04,0
Madrid,13,2020-03-05,1
Madrid,13,2020-03-06,2
Madrid,13,2020-03-07,4
Madrid,13,2020-03-08,8
Madrid,13,2020-03-09,8
Madrid,13,2020-03-10,21
Madrid,13,2020-03-11,31
Madrid,13,2020-03-12,56
Madrid,13,2020-03-13,81
Madrid,13,2020-03-14,86
Madrid,13,2020-03-15,213
Madrid,13,2020-03-16,213
Madrid,13,2020-03-17,355
Madrid,13,2020-03-18,390
Madrid,13,2020-03-19,498
Madrid,13,2020-03-20,628
Madrid,13,2020-03-21,804
Madrid,13,2020-03-22,1021
Madrid,13,2020-03-23,1263
Madrid,13,2020-03-24,1535
Madrid,13,2020-03-25,1825
Madrid,13,2020-03-26,2090
Madrid,13,2020-03-27,2412
Madrid,13,2020-03-28,2757
Murcia,14,2020-03-03,0
Murcia,14,2020-03-04,0
Murcia,14,2020-03-05,0
Murcia,14,2020-03-06,0
Murcia,14,2020-03-07,0
Murcia,14,2020-03-08,0
Murcia,14,2020-03-09,0
Murcia,14,2020-03-10,0
Murcia,14,2020-03-11,0
Murcia,14,2020-03-12,0
Murcia,14,2020-03-13,0
Murcia,14,2020-03-14,0
Murcia,14,2020-03-15,0
Murcia,14,2020-03-16,0
Murcia,14,2020-03-17,0
Murcia,14,2020-03-18,0
Murcia,14,2020-03-19,0
Murcia,14,2020-03-20,0
Murcia,14,2020-03-21,1
Murcia,14,2020-03-22,1
Murcia,14,2020-03-23,2
Murcia,14,2020-03-24,3
Murcia,14,2020-03-25,5
Murcia,14,2020-03-26,8
Murcia,14,2020-03-27,15
Murcia,14,2020-03-28,17
Navarra,15,2020-03-03,0
Navarra,15,2020-03-04,0
Navarra,15,2020-03-05,0
Navarra,15,2020-03-06,0
Navarra,15,2020-03-07,0
Navarra,15,2020-03-08,0
Navarra,15,2020-03-09,0
Navarra,15,2020-03-10,0
Navarra,15,2020-03-11,0
Navarra,15,2020-03-12,0
Navarra,15,2020-03-13,0
Navarra,15,2020-03-14,0
Navarra,15,2020-03-15,0
Navarra,15,2020-03-16,1
Navarra,15,2020-03-17,2
Navarra,15,2020-03-18,3
Navarra,15,2020-03-19,4
Navarra,15,2020-03-20,5
Navarra,15,2020-03-21,9
Navarra,15,2020-03-22,14
Navarra,15,2020-03-23,24
Navarra,15,2020-03-24,31
Navarra,15,2020-03-25,33
Navarra,15,2020-03-26,49
Navarra,15,2020-03-27,58
Navarra,15,2020-03-28,70
País Vasco,16,2020-03-03,0
País Vasco,16,2020-03-04,0
País Vasco,16,2020-03-05,1
País Vasco,16,2020-03-06,1
País Vasco,16,2020-03-07,1
País Vasco,16,2020-03-08,5
País Vasco,16,2020-03-09,5
País Vasco,16,2020-03-10,6
País Vasco,16,2020-03-11,6
País Vasco,16,2020-03-12,11
País Vasco,16,2020-03-13,14
País Vasco,16,2020-03-14,14
País Vasco,16,2020-03-15,23
País Vasco,16,2020-03-16,23
País Vasco,16,2020-03-17,36
País Vasco,16,2020-03-18,40
País Vasco,16,2020-03-19,53
País Vasco,16,2020-03-20,71
País Vasco,16,2020-03-21,85
País Vasco,16,2020-03-22,97
País Vasco,16,2020-03-23,120
País Vasco,16,2020-03-24,133
País Vasco,16,2020-03-25,155
País Vasco,16,2020-03-26,180
País Vasco,16,2020-03-27,207
País Vasco,16,2020-03-28,221
La Rioja,17,2020-03-03,0
La Rioja,17,2020-03-04,0
La Rioja,17,2020-03-05,0
La Rioja,17,2020-03-06,0
La Rioja,17,2020-03-07,0
La Rioja,17,2020-03-08,0
La Rioja,17,2020-03-09,0
La Rioja,17,2020-03-10,1
La Rioja,17,2020-03-11,2
La Rioja,17,2020-03-12,2
La Rioja,17,2020-03-13,2
La Rioja,17,2020-03-14,3
La Rioja,17,2020-03-15,3
La Rioja,17,2020-03-16,4
La Rioja,17,2020-03-17,5
La Rioja,17,2020-03-18,5
La Rioja,17,2020-03-19,5
La Rioja,17,2020-03-20,7
La Rioja,17,2020-03-21,15
La Rioja,17,2020-03-22,18
La Rioja,17,2020-03-23,22
La Rioja,17,2020-03-24,30
La Rioja,17,2020-03-25,37
La Rioja,17,2020-03-26,43
La Rioja,17,2020-03-27,55
La Rioja,17,2020-03-28,65
Ceuta,18,2020-03-03,0
Ceuta,18,2020-03-04,0
Ceuta,18,2020-03-05,0
Ceuta,18,2020-03-06,0
Ceuta,18,2020-03-07,0
Ceuta,18,2020-03-08,0
Ceuta,18,2020-03-09,0
Ceuta,18,2020-03-10,0
Ceuta,18,2020-03-11,0
Ceuta,18,2020-03-12,0
Ceuta,18,2020-03-13,0
Ceuta,18,2020-03-14,0
Ceuta,18,2020-03-15,0
Ceuta,18,2020-03-16,0
Ceuta,18,2020-03-17,0
Ceuta,18,2020-03-18,0
Ceuta,18,2020-03-19,0
Ceuta,18,2020-03-20,0
Ceuta,18,2020-03-21,0
Ceuta,18,2020-03-22,0
Ceuta,18,2020-03-23,0
Ceuta,18,2020-03-24,0
Ceuta,18,2020-03-25,0
Ceuta,18,2020-03-26,0
Ceuta,18,2020-03-27,0
Ceuta,18,2020-03-28,1
Melilla,19,2020-03-03,0
Melilla,19,2020-03-04,0
Melilla,19,2020-03-05,0
Melilla,19,2020-03-06,0
Melilla,19,2020-03-07,0
Melilla,19,2020-03-08,0
Melilla,19,2020-03-09,0
Melilla,19,2020-03-10,0
Melilla,19,2020-03-11,0
Melilla,19,2020-03-12,0
Melilla,19,2020-03-13,0
Melilla,19,2020-03-14,0
Melilla,19,2020-03-15,0
Melilla,19,2020-03-16,0
Melilla,19,2020-03-17,0
Melilla,19,2020-03-18,0
Melilla,19,2020-03-19,0
Melilla,19,2020-03-20,0
Melilla,19,2020-03-21,0
Melilla,19,2020-03-22,0
Melilla,19,2020-03-23,0
Melilla,19,2020-03-24,0
Melilla,19,2020-03-25,0
Melilla,19,2020-03-26,1
Melilla,19,2020-03-27,1
Melilla,19,2020-03-28,1
